Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_percentage,,Total profit,286397.0217
Standard Class,Consumer,Columbia,Maryland,East,Technology,Accessories,59.98,2,0,26.3912,0.0092149,,,
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,332.94,3,0,6.6588,0.002325024,,,
Standard Class,Consumer,San Jose,California,West,Office Supplies,Binders,39.872,2,0.2,12.9584,0.004524628,,,
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Supplies,13.68,2,0,3.6936,0.001289678,,,
Standard Class,Corporate,Carrollton,Texas,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406,-0.001969504,,,
First Class,Home Office,Arlington,Virginia,South,Office Supplies,Binders,10.44,1,0,4.8024,0.001676833,,,
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,136.464,2,0.2,15.3522,0.005360461,,,
Second Class,Corporate,Los Angeles,California,West,Technology,Phones,333.576,3,0.2,33.3576,0.011647328,,,
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,12.544,2,0.2,4.704,0.001642475,,,
Standard Class,Consumer,Frankfort,Illinois,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584,-0.018491254,,,
Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,43.5,3,0,10.875,0.003797176,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872,0.00142711,,,
Standard Class,Consumer,Columbus,Georgia,South,Technology,Accessories,249.95,5,0,19.996,0.006981916,,,
Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Paper,49.12,4,0,23.0864,0.008060978,,,
First Class,Consumer,Virginia Beach,Virginia,South,Office Supplies,Appliances,182.91,3,0,53.0439,0.018521107,,,
Second Class,Home Office,Des Moines,Washington,West,Office Supplies,Binders,107.648,2,0.2,33.64,0.011745932,,,
Second Class,Corporate,Bethlehem,Pennsylvania,East,Furniture,Chairs,99.372,2,0.3,-7.098,-0.002478378,,,
Second Class,Corporate,Bethlehem,Pennsylvania,East,Furniture,Furnishings,33.568,2,0.2,-5.4548,-0.001904629,,,
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,10.56,2,0,4.752,0.001659235,,,
Standard Class,Consumer,Rancho Cucamonga,California,West,Office Supplies,Paper,38.88,6,0,18.6624,0.006516269,,,
First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,35.2,5,0,16.544,0.005776596,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.528,3,0.2,15.9348,0.005563885,,,
First Class,Home Office,Houston,Texas,Central,Technology,Phones,196.776,3,0.2,14.7582,0.005153056,,,
First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,2.92,2,0.8,-4.818,-0.00168228,,,
First Class,Home Office,Houston,Texas,Central,Furniture,Tables,200.795,1,0.3,-22.948,-0.008012653,,,
First Class,Home Office,Houston,Texas,Central,Technology,Accessories,46.688,4,0.2,-2.918,-0.001018865,,,
First Class,Home Office,Houston,Texas,Central,Office Supplies,Art,21.864,3,0.2,3.5529,0.001240551,,,
First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,11.76,2,0,5.7624,0.002012032,,,
First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,167.94,3,0,82.2906,0.02873305,,,
First Class,Corporate,Seattle,Washington,West,Office Supplies,Appliances,3.89,1,0,1.0114,0.000353146,,,
Standard Class,Home Office,Yonkers,New York,East,Technology,Machines,52.44,4,0,24.1224,0.008422713,,,
Same Day,Consumer,San Francisco,California,West,Furniture,Furnishings,32.36,4,0,11.6496,0.00406764,,,
Same Day,Consumer,San Francisco,California,West,Office Supplies,Appliances,406.6,5,0,113.848,0.03975181,,,
Same Day,Corporate,Los Angeles,California,West,Furniture,Furnishings,27.92,4,0,8.0968,0.002827124,,,
Same Day,Corporate,Los Angeles,California,West,Furniture,Tables,399.672,7,0.2,-14.9877,-0.00523319,,,
First Class,Home Office,Miami,Florida,South,Office Supplies,Binders,3.744,4,0.7,-2.6208,-0.000915093,,,
Second Class,Consumer,Burlington,Vermont,East,Furniture,Chairs,715.2,3,0,178.8,0.062430817,,,
Standard Class,Corporate,Fayetteville,Arkansas,South,Technology,Accessories,159.8,4,0,70.312,0.024550535,,,
Standard Class,Corporate,Fayetteville,Arkansas,South,Technology,Accessories,44.75,5,0,8.5025,0.002968781,,,
Standard Class,Home Office,Odessa,Texas,Central,Furniture,Chairs,340.116,6,0.3,-9.7176,-0.003393052,,,
Standard Class,Consumer,Virginia Beach,Virginia,South,Office Supplies,Paper,105.52,4,0,48.5392,0.016948221,,,
Standard Class,Consumer,Milwaukee,Wisconsin,Central,Technology,Accessories,13.48,1,0,1.8872,0.000658945,,,
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,85.52,2,0,22.2352,0.007763768,,,
Standard Class,Corporate,Rochester,Minnesota,Central,Furniture,Furnishings,6.16,2,0,2.9568,0.001032413,,,
Standard Class,Corporate,Rochester,Minnesota,Central,Office Supplies,Paper,36.84,3,0,17.3148,0.006045733,,,
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,15.84,3,0,0,0,,,
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,44.4,3,0,22.2,0.007751477,,,
First Class,Consumer,Louisville,Colorado,West,Office Supplies,Envelopes,21.24,9,0.2,7.434,0.002595697,,,
First Class,Consumer,Louisville,Colorado,West,Office Supplies,Binders,9.552,8,0.7,-7.3232,-0.00255701,,,
First Class,Consumer,Louisville,Colorado,West,Furniture,Bookcases,89.991,3,0.7,-152.9847,-0.053417001,,,
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,163.96,4,0,80.3404,0.028052107,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,17.904,2,0.2,6.2664,0.002188012,,,
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,966.7,5,0.3,-13.81,-0.004821978,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,182.112,6,0.2,61.4628,0.021460698,,,
First Class,Consumer,Miami,Florida,South,Office Supplies,Storage,4.464,1,0.2,0.3348,0.000116901,,,
Standard Class,Consumer,Medina,Ohio,East,Furniture,Tables,51.588,1,0.4,-15.4764,-0.005403827,,,
Standard Class,Corporate,Roseville,Minnesota,Central,Office Supplies,Labels,50.4,8,0,23.184,0.008095056,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,89.568,2,0.2,32.4684,0.01133685,,,
Standard Class,Consumer,Yonkers,New York,East,Furniture,Furnishings,14.89,1,0,4.0203,0.001403751,,,
Standard Class,Consumer,Yonkers,New York,East,Technology,Phones,543.92,8,0,135.98,0.047479544,,,
First Class,Corporate,San Diego,California,West,Office Supplies,Envelopes,4.08,2,0,1.9176,0.00066956,,,
First Class,Corporate,San Diego,California,West,Office Supplies,Labels,18.9,3,0,8.694,0.003035646,,,
Standard Class,Corporate,Springfield,Virginia,South,Furniture,Tables,2275.5,10,0,386.835,0.135069491,,,
Standard Class,Corporate,Springfield,Virginia,South,Technology,Accessories,1979.7,6,0,653.301,0.228110263,,,
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,62.1,6,0,29.808,0.010407929,,,
Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,37.296,2,0.3,-1.0656,-0.000372071,,,
First Class,Home Office,Garland,Texas,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,-0.002610362,,,
Standard Class,Corporate,Oceanside,New York,East,Furniture,Furnishings,68.95,5,0,28.959,0.010111488,,,
Standard Class,Corporate,Oceanside,New York,East,Office Supplies,Storage,296.37,3,0,80.0199,0.0279402,,,
Standard Class,Corporate,Oceanside,New York,East,Technology,Phones,39.98,2,0,1.999,0.000697982,,,
First Class,Consumer,Houston,Texas,Central,Furniture,Chairs,191.058,3,0.3,-46.3998,-0.016201216,,,
First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,13.04,5,0.2,3.912,0.001365936,,,
First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782,-0.798814871,,,
Standard Class,Home Office,Greenville,North Carolina,South,Office Supplies,Labels,9.216,4,0.2,3.3408,0.001166493,,,
Standard Class,Home Office,Greenville,North Carolina,South,Office Supplies,Supplies,28.048,2,0.2,3.506,0.001224175,,,
Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,64.96,2,0,21.4368,0.007484994,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,30.56,4,0,14.9744,0.005228546,,,
Standard Class,Consumer,Greensboro,North Carolina,South,Furniture,Chairs,187.056,9,0.2,11.691,0.004082096,,,
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,11.808,2,0.2,1.3284,0.000463832,,,
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,9.656,1,0.2,1.5691,0.000547876,,,
First Class,Home Office,Knoxville,Tennessee,South,Office Supplies,Paper,20.736,4,0.2,7.2576,0.002534105,,,
First Class,Home Office,Knoxville,Tennessee,South,Office Supplies,Binders,27.36,3,0.7,-21.888,-0.007642538,,,
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Tables,2314.116,7,0.4,-1002.7836,-0.35013758,,,
First Class,Home Office,Knoxville,Tennessee,South,Office Supplies,Binders,34.236,4,0.7,-26.2476,-0.00916476,,,
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,19.76,2,0.2,5.928,0.002069854,,,
Second Class,Consumer,Grand Island,Nebraska,Central,Office Supplies,Paper,15.96,2,0,7.98,0.002786342,,,
Standard Class,Consumer,Lakewood,California,West,Office Supplies,Art,16.9,5,0,6.253,0.002183333,,,
Standard Class,Consumer,Lakewood,California,West,Furniture,Furnishings,25.08,6,0,9.0288,0.003152547,,,
Standard Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Art,6.68,2,0,2.004,0.000699728,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0,9.3312,0.003258134,,,
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,31.92,2,0.2,2.394,0.000835903,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,33.568,2,0.2,11.7488,0.004102277,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,63.94,1,0,24.9366,0.008707004,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,60.6,5,0.2,20.4525,0.00714131,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,22.72,4,0,6.5888,0.002300583,,,
Standard Class,Consumer,Newark,Delaware,East,Furniture,Furnishings,10.68,4,0,4.0584,0.001417054,,,
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Paper,17.34,3,0,8.4966,0.002966721,,,
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Paper,3.38,1,0,1.5548,0.000542883,,,
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,26.976,4,0.2,8.7672,0.003061205,,,
Standard Class,Corporate,Scottsdale,Arizona,West,Office Supplies,Paper,307.776,7,0.2,111.5688,0.038955992,,,
Second Class,Consumer,Oceanside,New York,East,Office Supplies,Storage,244.55,5,0,4.891,0.001707769,,,
Second Class,Consumer,Oceanside,New York,East,Office Supplies,Envelopes,12.24,6,0,5.7528,0.00200868,,,
Second Class,Consumer,Oceanside,New York,East,Technology,Accessories,13.98,2,0,6.0114,0.002098974,,,
Second Class,Consumer,Oceanside,New York,East,Technology,Accessories,899.95,5,0,53.997,0.018853897,,,
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508,0.00019232,,,
Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,267.96,5,0.2,16.7475,0.005847652,,,
Second Class,Consumer,Rochester,New York,East,Technology,Accessories,31.95,1,0,2.2365,0.000780909,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,725.84,4,0,210.4936,0.073497133,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,10.896,3,0.2,3.9498,0.001379134,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,8.544,2,0.2,2.8836,0.001006854,,,
Standard Class,Corporate,Woodbury,Minnesota,Central,Office Supplies,Binders,32.34,3,0,15.5232,0.005420168,,,
Standard Class,Corporate,Woodbury,Minnesota,Central,Office Supplies,Paper,39.9,5,0,19.95,0.006965855,,,
Standard Class,Consumer,Park Ridge,Illinois,Central,Office Supplies,Paper,143.856,9,0.2,48.5514,0.016952481,,,
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,41.92,4,0.2,15.196,0.005305921,,,
Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,329.584,2,0.2,37.0782,0.012946434,,,
First Class,Corporate,Monroe,Louisiana,South,Office Supplies,Binders,87.28,8,0,41.0216,0.014323333,,,
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,279.456,6,0.2,20.9592,0.007318233,,,
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,8,2,0,3.84,0.001340796,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,27.24,5,0.2,9.534,0.003328945,,,
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,16.36,1,0,1.636,0.000571235,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,15.78,2,0,0.6312,0.000220393,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,45.98,2,0,12.8744,0.004495298,,,
Standard Class,Corporate,Fayetteville,North Carolina,South,Furniture,Bookcases,198.272,8,0.2,-32.2192,-0.011249838,,,
First Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,720.76,5,0.2,54.057,0.018874847,,,
Standard Class,Consumer,Wichita,Kansas,Central,Furniture,Furnishings,70.56,6,0,23.9904,0.008376623,,,
Standard Class,Consumer,Wichita,Kansas,Central,Office Supplies,Appliances,81.96,2,0,22.9488,0.008012932,,,
Second Class,Corporate,Springfield,Oregon,West,Office Supplies,Appliances,64.864,4,0.2,6.4864,0.002264828,,,
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,151.192,1,0.2,13.2293,0.004619217,,,
Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,88.776,3,0.2,7.7679,0.002712284,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,11.56,4,0,5.4332,0.001897087,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,15.58,1,0,3.895,0.00136,,,
First Class,Corporate,Akron,Ohio,East,Office Supplies,Paper,85.056,3,0.2,28.7064,0.010023289,,,
Standard Class,Corporate,Oak Park,Michigan,Central,Furniture,Furnishings,273.96,2,0,71.2296,0.024870929,,,
Standard Class,Corporate,Oak Park,Michigan,Central,Furniture,Furnishings,306.9,3,0,79.794,0.027861323,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,0.001900578,,,
Standard Class,Corporate,Houston,Texas,Central,Furniture,Tables,347.361,7,0.3,-69.4722,-0.024257305,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,0.001267052,,,
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,98.16,6,0,9.816,0.00342741,,,
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Art,31.44,3,0,7.86,0.002744442,,,
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147,0.041067012,,,
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,172.736,4,0.2,-30.2288,-0.010554858,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,15.54,3,0,7.6146,0.002658757,,,
Standard Class,Consumer,Los Angeles,California,West,Technology,Machines,105.552,6,0.2,35.6238,0.012438607,,,
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072,0.003167631,,,
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352,0.001862869,,,
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,0.001312304,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,358.2,3,0.4,41.79,0.014591632,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,545.916,14,0.4,72.7888,0.025415348,,,
Standard Class,Consumer,Rogers,Arkansas,South,Office Supplies,Binders,40.41,9,0,18.5886,0.0064905,,,
Second Class,Corporate,Los Angeles,California,West,Technology,Phones,167.976,3,0.2,10.4985,0.003665715,,,
Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,109.53,3,0,47.0979,0.016444968,,,
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,9.82,2,0,4.8118,0.001680115,,,
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,26.352,3,0.2,9.5526,0.00333544,,,
Standard Class,Corporate,Wilmington,Delaware,East,Office Supplies,Labels,22.5,6,0,10.8,0.003770989,,,
Standard Class,Corporate,Wilmington,Delaware,East,Office Supplies,Labels,9.96,2,0,4.5816,0.001599737,,,
Standard Class,Corporate,Wilmington,Delaware,East,Office Supplies,Binders,213.08,7,0,102.2784,0.035712103,,,
Standard Class,Corporate,Wilmington,Delaware,East,Furniture,Bookcases,1025.88,6,0,235.9524,0.082386471,,,
Second Class,Corporate,Provo,Utah,West,Office Supplies,Paper,21.98,7,0,9.891,0.003453597,,,
Same Day,Corporate,San Francisco,California,West,Furniture,Furnishings,63.2,5,0,23.384,0.008164889,,,
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,39,12,0,11.31,0.003949063,,,
Standard Class,Corporate,Lancaster,Ohio,East,Office Supplies,Binders,2.907,3,0.7,-2.0349,-0.000710517,,,
Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,556.665,5,0.15,6.549,0.002286686,,,
First Class,Consumer,Seattle,Washington,West,Technology,Accessories,71.98,2,0,15.1158,0.005277918,,,
First Class,Consumer,Seattle,Washington,West,Technology,Accessories,79.98,2,0,26.3934,0.009215668,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,24.672,4,0.2,7.71,0.002692067,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,3.744,1,0.2,1.3104,0.000457547,,,
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,445.96,5,0.2,55.745,0.019464239,,,
Standard Class,Consumer,Los Angeles,California,West,Technology,Accessories,36.24,1,0,15.2208,0.00531458,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,10.65,3,0,5.0055,0.001747749,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,87.92,4,0,40.4432,0.014121376,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,22.424,1,0.2,8.409,0.002936134,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,90.48,3,0.2,33.93,0.01184719,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,42.76,1,0,11.1176,0.003881884,,,
Standard Class,Consumer,Clovis,New Mexico,West,Office Supplies,Binders,10.08,7,0.2,3.528,0.001231856,,,
Standard Class,Consumer,Clovis,New Mexico,West,Technology,Accessories,101.34,3,0,8.1072,0.002830756,,,
First Class,Consumer,Wichita,Kansas,Central,Technology,Phones,224.75,5,0,62.93,0.021972994,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752,-0.068986472,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,0.002534105,,,
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,39.984,2,0.2,-8.9964,-0.003141234,,,
Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Binders,15.36,2,0,7.68,0.002681592,,,
First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,0.004434683,,,
First Class,Consumer,Houston,Texas,Central,Technology,Phones,150.384,2,0.2,15.0384,0.005250893,,,
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,0.4,-60.8361,-0.021241876,,,
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,31.984,2,0.2,1.1994,0.000418789,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,11.232,3,0.2,3.9312,0.00137264,,,
Second Class,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,26.4,5,0,11.88,0.004148088,,,
Standard Class,Consumer,Waterbury,Connecticut,East,Office Supplies,Art,3.52,2,0,1.0208,0.000356428,,,
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,1649.95,5,0,659.98,0.230442341,,,
First Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,111.9,6,0,51.474,0.017972952,,,
Same Day,Home Office,Los Angeles,California,West,Furniture,Bookcases,599.165,5,0.15,35.245,0.012306343,,,
First Class,Home Office,San Francisco,California,West,Office Supplies,Storage,46.53,3,0,12.0978,0.004224136,,,
First Class,Consumer,Saint Petersburg,Florida,South,Furniture,Furnishings,31.984,2,0.2,1.999,0.000697982,,,
Standard Class,Home Office,Lakewood,Ohio,East,Office Supplies,Appliances,161.568,2,0.2,16.1568,0.005641399,,,
Standard Class,Home Office,Lakewood,Ohio,East,Office Supplies,Paper,4.064,1,0.2,1.3716,0.000478916,,,
Standard Class,Home Office,Lakewood,Ohio,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,-0.001736331,,,
Standard Class,Consumer,Chandler,Arizona,West,Office Supplies,Art,8.896,4,0.2,0.6672,0.000232963,,,
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,1640.7,5,0,459.396,0.160405299,,,
Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,270,3,0,97.2,0.0339389,,,
First Class,Corporate,Palm Coast,Florida,South,Furniture,Furnishings,19.52,2,0.2,5.368,0.001874321,,,
First Class,Corporate,Palm Coast,Florida,South,Office Supplies,Binders,9.81,5,0.7,-6.867,-0.00239772,,,
First Class,Corporate,Palm Coast,Florida,South,Furniture,Furnishings,213.216,3,0.2,15.9912,0.005583578,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,588.784,2,0.2,183.995,0.064244732,,,
Second Class,Consumer,Jupiter,Florida,South,Office Supplies,Art,2.064,1,0.2,0.1548,5.40508E-05,,,
Standard Class,Consumer,Glendale,Arizona,West,Office Supplies,Paper,6.368,2,0.2,2.388,0.000833808,,,
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,99.6,1,0,36.852,0.012867452,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,62.296,13,0.2,21.0249,0.007341173,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,10.71,3,0,2.7846,0.000972287,,,
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659,0.00246717,,,
Standard Class,Corporate,New York City,New York,East,Technology,Phones,33,6,0,8.25,0.002880617,,,
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,249.95,5,0,87.4825,0.030545883,,,
Standard Class,Home Office,Olathe,Kansas,Central,Office Supplies,Supplies,357.93,3,0,7.1586,0.002499537,,,
Standard Class,Home Office,Olathe,Kansas,Central,Technology,Accessories,57.4,5,0,10.906,0.003808,,,
Standard Class,Home Office,Olathe,Kansas,Central,Office Supplies,Binders,331.96,2,0,149.382,0.052159062,,,
Standard Class,Home Office,Olathe,Kansas,Central,Furniture,Furnishings,40.56,2,0,12.9792,0.004531891,,,
Standard Class,Home Office,Sparks,Nevada,West,Office Supplies,Supplies,86.2,5,0,24.998,0.008728443,,,
Standard Class,Corporate,Rockford,Illinois,Central,Office Supplies,Paper,38.016,6,0.2,13.7808,0.004811782,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.384,1,0.2,0.7336,0.000256148,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.7704,0.000268997,,,
Standard Class,Consumer,Edmonds,Washington,West,Office Supplies,Fasteners,19.6,5,0,9.604,0.003353387,,,
Standard Class,Consumer,Edmonds,Washington,West,Furniture,Furnishings,68.46,2,0,20.538,0.007171164,,,
Second Class,Consumer,San Francisco,California,West,Office Supplies,Binders,13.344,6,0.2,4.3368,0.001514262,,,
Second Class,Consumer,San Francisco,California,West,Furniture,Tables,1478.272,8,0.2,92.392,0.032260112,,,
Standard Class,Corporate,Asheville,North Carolina,South,Office Supplies,Storage,16.272,1,0.2,-3.8646,-0.001349386,,,
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,9.24,3,0,4.4352,0.001548619,,,
First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Binders,32.34,10,0.7,-23.716,-0.008280812,,,
First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Paper,56.064,4,0.2,19.6224,0.006851468,,,
First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Envelopes,108.72,5,0.2,36.693,0.012811935,,,
First Class,Consumer,Scottsdale,Arizona,West,Furniture,Bookcases,181.47,5,0.7,-320.597,-0.111941457,,,
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,16.176,3,0.2,6.066,0.002118039,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,122.352,3,0.2,13.7646,0.004806125,,,
First Class,Home Office,San Diego,California,West,Furniture,Chairs,585.552,3,0.2,73.194,0.02555683,,,
First Class,Home Office,San Diego,California,West,Office Supplies,Paper,19.44,3,0,9.3312,0.003258134,,,
Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Appliances,123.92,5,0.2,9.294,0.003245145,,,
Standard Class,Consumer,Parker,Colorado,West,Furniture,Furnishings,13.36,5,0.2,4.008,0.001399456,,,
Standard Class,Consumer,Parker,Colorado,West,Office Supplies,Storage,78.256,2,0.2,-17.6076,-0.006147969,,,
Standard Class,Consumer,Parker,Colorado,West,Furniture,Bookcases,102.018,7,0.7,-183.6324,-0.064118125,,,
Same Day,Corporate,Fremont,Nebraska,Central,Office Supplies,Storage,750.68,2,0,37.534,0.013105583,,,
First Class,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Labels,44.4,3,0,22.2,0.007751477,,,
First Class,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Storage,84.55,5,0,22.8285,0.007970928,,,
First Class,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Paper,17.94,3,0,8.7906,0.003069375,,,
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Binders,128.4,3,0,62.916,0.021968106,,,
Standard Class,Corporate,Miami,Florida,South,Office Supplies,Binders,1.869,1,0.7,-1.3083,-0.000456813,,,
Standard Class,Corporate,San Diego,California,West,Technology,Phones,103.192,1,0.2,11.6091,0.004053499,,,
Standard Class,Corporate,San Diego,California,West,Technology,Accessories,36,2,0,6.48,0.002262593,,,
Standard Class,Corporate,San Diego,California,West,Technology,Accessories,239.96,4,0,115.1808,0.040217178,,,
Standard Class,Corporate,San Diego,California,West,Office Supplies,Storage,40.68,2,0,0.4068,0.000142041,,,
Standard Class,Consumer,Miami,Florida,South,Furniture,Chairs,419.136,4,0.2,-68.1096,-0.023781532,,,
Standard Class,Consumer,Miami,Florida,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,0.002663575,,,
Standard Class,Home Office,San Antonio,Texas,Central,Office Supplies,Binders,3.592,4,0.8,-6.286,-0.002194855,,,
